Transaction_ID,Transaction_Date,Region,Product,Customer_ID,Sales_Amount,Cost_Amount,Profit_Reported,Discount_Percentage,Payment_Method
TXN61949,2024/08/06,East,Product B,1023,47234,7086,40148,0,Credit Card
TXN16916,09-08-2024,North,Product B,1054,12503,32109,-18502,10,Cash
TXN97739,2024/02/08,North,Product B,1082,41975,13010,28965,0,Debit Card
TXN67064,2024/07/01,South,Product D,1004,35564,8365,27199,0,Debit Card
TXN92607,21-06-2024,,Product B,1004,3767,37317,-33550,5,UPI
TXN27377,21-08-2024,East,Product A,1088,39622,26636,12986,20,Credit Card
TXN88908,2024/08/25,East,Product A,1003,23918,8778,15140,10,Credit Card
TXN94686,25-11-2024,West,Product D,1053,40004,29279,10725,20,Credit Card
TXN44390,2024/06/28,East,Product B,1062,14873,35113,-20240,0,Debit Card
TXN51653,02-05-2024,North,Product C,1007,23448,7539,15909,10,Debit Card
TXN34967,03-04-2024,,Product C,1064,42317,37183,5134,5,Cash
TXN46291,2024/04/21,West,Product D,1004,10776,36828,-26052,20,Cash
TXN48281,08-04-2024,West,Product A,1079,38271,23048,15223,20,
TXN97911,2024/03/11,West,Product A,1073,20682,23423,-2741,15,Debit Card
TXN57968,2024/06/22,West,Product D,1095,19511,27447,-7936,15,UPI
TXN81404,2024/09/23,,Product A,1031,34252,10580,23672,5,Cash
TXN47585,2024/05/22,,Product B,1004,29474,15381,14093,15,UPI
TXN80227,2024/11/20,East,Product D,1010,41302,799,40503,20,Debit Card
TXN39711,05-04-2024,,Product B,1070,46328,26071,20257,5,Credit Card
TXN68375,22-08-2024,East,Product B,1057,16349,23040,-6691,20,Credit Card
TXN93441,2024/12/27,,Product B,1094,16649,6170,10479,20,
TXN68076,2024/11/04,North,Product C,1021,20536,13679,8249,20,Cash
TXN27865,20-04-2024,North,Product B,1031,27843,33690,-5847,0,
TXN44711,2024/06/10,West,Product C,1001,43204,32039,11165,20,Debit Card
TXN26823,23-01-2024,North,Product A,1011,17282,3867,13415,15,Cash
TXN60834,2024/03/21,,Product B,1099,9725,37282,-27557,10,UPI
TXN69298,15-06-2024,East,Product B,1054,16095,17905,-1810,5,Debit Card
TXN91604,11-05-2024,,Product C,1026,17322,39835,-22513,5,UPI
TXN90010,27-12-2024,North,Product B,1032,7469,30048,-23617,10,
TXN48382,17-12-2024,South,Product B,1041,27207,21841,5366,10,UPI
TXN23672,17-01-2024,South,Product C,1080,34100,4932,29168,15,
TXN71087,06-09-2024,North,Product C,1054,2002,20861,-18859,15,Debit Card
TXN26292,2024/10/10,East,Product C,1066,43155,25108,18047,0,Debit Card
TXN26335,28-01-2024,East,Product D,1050,9693,4070,5623,5,
TXN14211,2024/11/18,,Product B,1096,35284,22561,12723,5,UPI
TXN94783,2024/08/08,,Product C,1013,47057,4446,42611,10,Debit Card
TXN34457,2024/04/03,North,Product C,1055,36762,38281,-1519,0,
TXN59236,2024/12/15,,Product A,1050,5053,17312,-12259,0,UPI
TXN22582,05-08-2024,,Product D,1049,21309,35550,-14241,15,Cash
TXN69719,03-01-2024,,Product B,1025,4284,14029,-10301,10,
TXN73182,13-10-2024,,Product B,1057,28778,34614,-5836,20,UPI
TXN57078,2024/04/07,,Product D,1053,23997,13781,10216,10,Cash
TXN46404,2024/06/17,,Product B,1008,7374,18181,-10807,0,Debit Card
TXN91373,09-11-2024,,Product A,1033,34290,10743,23547,0,Cash
TXN64838,2024/06/25,,Product D,1044,34873,20271,14602,15,Debit Card
TXN94474,16-03-2024,South,Product B,1012,29930,7677,22253,20,UPI
TXN33400,25-09-2024,East,Product A,1056,42769,12687,30082,15,Debit Card
TXN23297,2024/09/16,,Product A,1087,24514,718,23796,5,Credit Card
TXN60694,22-08-2024,South,Product A,1051,30039,31740,-1701,5,Credit Card
TXN77536,31-05-2024,West,Product D,1006,5011,38248,-33237,0,
TXN23133,2024/06/17,South,Product D,1028,16324,2018,14306,0,Credit Card
TXN96126,2024/04/24,North,Product D,1087,5949,32794,-28322,0,UPI
TXN13031,05-04-2024,East,Product B,1040,44915,12980,31935,0,Debit Card
TXN98048,2024/06/14,East,Product D,1033,48487,35071,13416,15,Debit Card
TXN88250,2024/03/25,North,Product D,1007,39054,27997,11057,0,Debit Card
TXN17517,2024/05/25,West,Product D,1088,46707,9828,36879,20,Credit Card
TXN32126,2024/05/30,,Product A,1085,27413,21932,5481,15,UPI
TXN91387,12-04-2024,South,Product B,1070,44763,37293,7470,20,Credit Card
TXN51855,2024/06/01,,Product D,1068,3421,20274,-16853,5,UPI
TXN39913,2024/07/31,North,Product C,1050,40212,6420,33792,15,UPI
TXN37253,05-06-2024,West,Product D,1052,13010,8059,4951,15,UPI
TXN94389,02-02-2024,North,Product A,1064,47092,13947,33145,15,Cash
TXN91686,07-09-2024,West,Product A,1091,48003,17431,30572,15,
TXN32206,2024/04/21,,Product D,1099,18378,18689,-311,5,
TXN92497,2024/04/05,East,Product A,1031,25541,26937,-1396,20,Credit Card
TXN81616,2024/01/20,East,Product A,1099,26687,2865,23822,15,Debit Card
TXN89998,2024/11/25,South,Product C,1053,46700,25353,21347,5,
TXN95147,10-07-2024,East,Product B,1072,26849,17563,9286,10,Credit Card
TXN21494,2024/12/15,South,Product D,1027,15578,12518,2484,20,UPI
TXN54317,14-11-2024,West,Product B,1030,28943,38225,-9282,0,
TXN18571,03-08-2024,South,Product A,1024,21713,30143,-8430,20,Debit Card
TXN42273,29-02-2024,,Product C,1032,26639,26659,-20,0,UPI
TXN81848,2024/08/29,,Product A,1010,33505,3077,30205,10,Cash
TXN75275,22-08-2024,,Product B,1011,34502,15429,19073,0,Credit Card
TXN68312,15-02-2024,North,Product B,1088,12586,839,11747,5,
TXN47571,2024/08/14,,Product B,1021,8461,23958,-15497,20,Cash
TXN18586,2024/11/30,East,Product D,1089,48066,29692,18374,20,Cash
TXN97055,2024/05/25,North,Product B,1060,6151,12708,-6557,20,Credit Card
TXN31057,2024/09/18,North,Product B,1070,42509,939,41570,0,Credit Card
TXN58661,2024/08/12,,Product B,1091,33144,15849,17295,0,Credit Card
TXN78265,29-07-2024,South,Product A,1027,40188,39988,200,20,Credit Card
TXN96858,21-08-2024,West,Product D,1050,13091,13940,-462,5,Cash
TXN67936,2024/10/25,,Product C,1089,22848,15893,6955,0,Debit Card
TXN18993,31-01-2024,East,Product A,1099,9788,13934,-4146,5,
TXN83591,21-04-2024,East,Product C,1046,16156,7298,8858,0,Debit Card
TXN18523,03-12-2024,West,Product A,1084,5065,25155,-19490,0,Cash
TXN64410,13-02-2024,,Product A,1047,29290,32286,-2996,15,Credit Card
TXN60218,2024/08/21,East,Product D,1031,2647,33254,-30607,15,Debit Card
TXN60010,02-03-2024,North,Product A,1071,4860,16781,-11921,10,Cash
TXN79949,17-01-2024,East,Product A,1064,26853,10775,16078,10,UPI
TXN70353,01-10-2024,East,Product A,1016,24095,31633,-7538,0,UPI
TXN62332,2024/06/14,East,Product C,1076,14847,5250,9597,20,Cash
TXN38810,2024/02/03,North,Product B,1083,47254,17854,29400,15,
TXN11622,25-09-2024,East,Product A,1059,13111,34498,-21387,0,Debit Card
TXN77585,12-09-2024,West,Product D,1096,11065,2061,9004,0,Debit Card
TXN62332,13-04-2024,,Product B,1035,28016,18050,9966,15,UPI
TXN79608,18-02-2024,,Product A,1025,2313,32072,-29759,15,Debit Card
TXN74895,04-12-2024,South,Product D,1072,49167,11703,37464,5,Debit Card
TXN66505,2024/05/18,East,Product B,1100,39016,22883,16133,20,Debit Card
TXN18758,2024/10/28,,Product A,1025,30838,9527,21311,0,Credit Card
TXN32066,2024/11/27,South,Product B,1062,3381,34120,-30739,0,UPI
TXN62151,2024/12/21,South,Product D,1089,31129,38972,-7843,10,Credit Card
TXN30856,2024/07/31,North,Product A,1063,16310,30832,-14522,20,UPI
TXN77415,2024/11/01,East,Product D,1058,28711,13573,16356,15,
TXN86613,2024/09/02,,Product B,1020,27131,28962,-1831,5,UPI
TXN71998,2024/07/29,East,Product C,1022,49008,6145,42863,5,
TXN16421,02-05-2024,,Product A,1066,1653,2492,-839,20,Debit Card
TXN35657,11-03-2024,North,Product C,1042,2922,26164,-23242,20,Credit Card
TXN99871,10-10-2024,West,Product C,1012,9739,27846,-18107,0,
TXN63697,22-03-2024,,Product B,1005,12950,16235,-3285,0,UPI
TXN42748,2024/08/15,North,Product A,1005,33008,39371,-6363,15,UPI
TXN37020,2024/12/29,West,Product D,1091,31180,22547,8633,15,Cash
TXN87654,27-02-2024,South,Product D,1064,44055,11616,32439,10,UPI
TXN76211,2024/08/29,North,Product A,1043,10206,36620,-26414,10,Debit Card
TXN32037,2024/05/16,North,Product C,1075,25928,30959,-5031,10,Credit Card
TXN74324,2024/01/20,,Product C,1095,17068,30775,-12368,5,
TXN88216,13-07-2024,East,Product D,1003,23059,27559,-4500,10,Credit Card
TXN46632,17-01-2024,South,Product D,1033,30987,38584,-8743,0,Credit Card
TXN44494,2024/06/13,North,Product A,1079,31359,14309,15385,5,Credit Card
TXN27105,2024/12/19,East,Product B,1039,9023,7048,1975,10,Debit Card
TXN20830,29-11-2024,South,Product B,1080,35587,26355,9232,20,UPI
TXN52697,30-06-2024,North,Product B,1000,12476,22156,-9680,0,Credit Card
TXN97799,2024/09/14,West,Product C,1051,11345,9982,1363,0,Credit Card
TXN82882,2024/04/07,South,Product D,1075,20122,32400,-12278,5,Cash
TXN58960,2024/08/13,North,Product B,1000,34456,4210,30246,5,UPI
TXN89459,20-05-2024,North,Product C,1072,6397,5472,925,10,Debit Card
TXN20745,2024/08/18,North,Product C,1065,14675,4015,10660,15,Credit Card
TXN80967,25-07-2024,,Product D,1038,12458,13277,-819,10,
TXN16101,2024/08/28,South,Product C,1081,15207,6196,9011,10,Cash
TXN56660,02-01-2024,East,Product C,1036,42306,22803,19503,0,Cash
TXN53075,2024/07/29,West,Product A,1056,21517,4140,17377,10,
TXN89443,2024/07/07,South,Product C,1026,29779,32479,-2700,5,Credit Card
TXN88922,2024/08/10,West,Product A,1075,32820,39920,-8287,20,Debit Card
TXN66037,2024/08/31,South,Product B,1070,49935,7746,42189,0,UPI
TXN95466,01-01-2024,East,Product A,1092,47975,30283,17692,5,
TXN17567,27-01-2024,North,Product D,1071,15445,6445,9000,0,Debit Card
TXN42347,2024/04/11,East,Product D,1033,22307,15639,8398,10,Cash
TXN65342,23-03-2024,,Product C,1097,33630,22339,10179,20,Cash
TXN57832,10-04-2024,,Product B,1060,24580,23775,805,15,Cash
TXN74473,09-11-2024,North,Product C,1065,8290,2844,5446,0,UPI
TXN26446,16-01-2024,South,Product C,1047,28867,16933,11934,10,
TXN29239,20-12-2024,North,Product A,1021,20867,28454,-7587,5,Cash
TXN62162,01-08-2024,West,Product C,1037,10289,24243,-13954,15,Debit Card
TXN71948,18-11-2024,South,Product D,1007,36457,21184,15273,10,Credit Card
TXN40963,15-09-2024,West,Product B,1086,19698,25044,-5346,15,Cash
TXN82659,19-11-2024,South,Product A,1040,6346,9085,-2739,20,Debit Card
TXN42512,2024/04/24,North,Product A,1004,21874,2006,19868,20,Cash
TXN81155,30-08-2024,North,Product C,1052,43918,25452,18466,0,Cash
TXN20854,2024/07/24,South,Product A,1009,18761,21311,-2550,20,Debit Card
TXN18189,21-11-2024,East,Product A,1075,5247,16681,-11434,0,Credit Card
TXN41939,2024/12/03,North,Product A,1008,39903,11250,28653,15,
TXN30728,21-03-2024,,Product D,1013,19940,13666,6274,0,UPI
TXN13163,26-12-2024,North,Product B,1064,33540,13483,20057,10,UPI
TXN12314,12-05-2024,West,Product B,1033,3235,39342,-36107,5,UPI
TXN96769,28-04-2024,North,Product B,1030,13463,4923,8540,0,Debit Card
TXN38410,2024/11/17,West,Product B,1081,26598,18372,8226,20,Credit Card
TXN86008,14-09-2024,North,Product D,1062,45361,4169,41192,0,UPI
TXN71082,03-04-2024,,Product D,1031,32039,12822,19217,0,Debit Card
TXN19386,2024/12/11,West,Product C,1035,2904,19549,-16645,15,UPI
TXN85601,2024/06/09,,Product A,1002,13063,22573,-9510,15,Credit Card
TXN32189,09-04-2024,South,Product A,1094,27264,26132,1132,15,UPI
TXN84986,2024/12/05,East,Product B,1044,16884,32156,-15272,15,Credit Card
TXN41746,2024/11/28,South,Product C,1002,19432,21899,-2467,20,
TXN46394,04-09-2024,East,Product D,1065,29425,39937,-10512,20,
TXN82950,27-05-2024,,Product C,1032,18044,7931,10113,20,Cash
TXN58451,2024/11/02,,Product D,1028,23568,39702,-16134,15,Credit Card
TXN61310,17-03-2024,East,Product D,1024,49860,31773,18087,15,
TXN30028,26-06-2024,West,Product C,1065,27326,34287,-6961,5,UPI
TXN85818,11-01-2024,South,Product C,1085,48817,19623,29194,20,UPI
TXN86622,04-10-2024,,Product B,1046,15433,26151,-10718,15,
TXN53267,28-12-2024,West,Product B,1030,49747,24285,26405,15,Credit Card
TXN77921,2024/07/12,,Product D,1005,11873,5638,6235,20,UPI
TXN24063,30-10-2024,East,Product C,1061,14479,34296,-19817,15,UPI
TXN28191,2024/08/21,North,Product A,1069,7256,21047,-13791,5,Credit Card
TXN30339,2024/02/07,West,Product B,1054,43326,17286,26040,0,Debit Card
TXN66586,2024/09/13,East,Product B,1080,34153,20925,13228,0,UPI
TXN43667,02-07-2024,South,Product A,1052,27633,24953,2680,0,Credit Card
TXN32398,2024/04/12,South,Product A,1038,47247,31398,15834,0,UPI
TXN20669,07-04-2024,East,Product B,1050,11672,31462,-19790,15,UPI
TXN98647,2024/04/18,South,Product C,1095,2359,15597,-14541,0,UPI
TXN88643,02-03-2024,East,Product C,1023,14930,27156,-12226,20,Credit Card
TXN50788,04-01-2024,North,Product B,1038,16797,11479,5318,5,
TXN98957,14-12-2024,East,Product B,1076,48761,21724,27037,5,UPI
TXN79906,22-07-2024,East,Product B,1073,23149,549,22600,20,UPI
TXN29142,2024/03/13,South,Product B,1002,43914,5882,38032,20,Cash
TXN69206,2024/09/10,East,Product A,1083,25010,10367,14643,5,Cash
TXN86976,2024/05/30,East,Product A,1092,24201,39823,-15622,15,Credit Card
TXN56337,19-08-2024,North,Product A,1035,42574,31078,11496,20,UPI
TXN28066,14-01-2024,West,Product A,1093,38382,10055,28327,10,UPI
TXN29849,09-02-2024,South,Product C,1058,47631,25219,22399,5,UPI
TXN74037,06-04-2024,East,Product D,1011,41090,33762,7328,0,Debit Card
TXN57044,2024/09/03,South,Product D,1092,31210,32127,-917,15,
TXN48340,21-08-2024,,Product A,1036,32863,15705,17158,5,UPI
TXN12718,20-07-2024,South,Product A,1015,32752,34555,-451,10,
TXN78977,11-12-2024,East,Product C,1090,47649,30557,15423,0,Debit Card
TXN97680,2024/01/23,North,Product A,1021,26525,28776,-2251,5,Cash
TXN80663,08-05-2024,West,Product D,1075,29636,5540,24096,15,Cash
TXN90473,21-09-2024,,Product D,1054,35078,33165,1913,5,Cash
TXN88373,11-01-2024,North,Product C,1059,39141,26238,12903,0,UPI
TXN80804,2024/12/13,West,Product B,1012,15973,28478,-12505,15,UPI
TXN38910,2024/06/27,West,Product A,1055,16667,22578,-5911,0,
TXN43135,2024/03/03,North,Product D,1063,22989,29039,-6050,5,UPI
TXN11556,07-09-2024,East,Product C,1056,11462,28463,-17001,20,Credit Card
TXN85546,19-11-2024,West,Product A,1032,30937,9942,20995,15,Credit Card
TXN35385,23-10-2024,South,Product A,1074,17338,32364,-15026,10,Credit Card
TXN49756,21-03-2024,West,Product B,1039,35863,11752,24111,5,Credit Card
TXN20071,2024/03/27,West,Product A,1097,17341,26592,-9251,10,UPI
TXN30008,2024/11/06,South,Product A,1014,27141,21849,5292,20,Cash
TXN46291,2024/09/15,South,Product D,1040,47522,4900,42622,5,Cash
TXN89380,08-05-2024,,Product B,1029,23746,26567,-2821,10,
TXN51440,09-07-2024,North,Product C,1041,39774,36031,3743,5,Cash
TXN43757,2024/05/22,South,Product D,1016,32055,35878,-3823,15,Debit Card
TXN11806,2024/10/02,South,Product C,1040,15622,39494,-23872,15,Credit Card
TXN57005,14-09-2024,,Product D,1060,32176,24694,7482,10,
TXN62117,26-06-2024,North,Product B,1037,7068,6942,126,0,UPI
TXN14251,15-06-2024,East,Product B,1091,18026,10050,9233,20,
TXN43795,2024/09/13,East,Product B,1066,11960,26724,-13386,0,Credit Card
TXN86921,25-06-2024,East,Product B,1037,6738,36089,-29351,15,UPI
TXN56819,2024/04/24,West,Product B,1063,34031,8813,25218,0,Credit Card
TXN90302,2024/03/22,South,Product D,1025,24321,21055,3266,5,
TXN20410,2024/07/05,South,Product D,1041,7619,16123,-8504,10,UPI
TXN34838,05-08-2024,West,Product D,1086,48532,33967,14565,0,UPI
TXN17963,2024/06/08,West,Product C,1015,28320,4943,23377,20,Cash
TXN60663,2024/12/23,North,Product C,1050,46216,3346,42870,10,UPI
TXN81634,2024/07/20,South,Product B,1072,42391,22531,19860,10,Cash
TXN30218,2024/02/20,South,Product A,1046,13350,35468,-22118,0,Cash
TXN99705,07-02-2024,East,Product B,1100,36863,25233,11630,0,UPI
TXN95736,2024/04/22,,Product D,1022,43797,28893,14268,10,Credit Card
TXN90227,27-11-2024,,Product C,1074,40594,5395,35199,0,
TXN33728,2024/11/14,East,Product B,1046,12477,10897,1580,10,Credit Card
TXN29129,22-12-2024,South,Product C,1027,35001,675,34326,0,UPI
TXN68809,07-02-2024,East,Product B,1042,6081,28711,-22630,20,Debit Card
TXN89354,20-11-2024,North,Product A,1098,12489,9387,3102,5,Debit Card
TXN23751,11-04-2024,,Product C,1041,3219,21777,-18558,10,Debit Card
TXN80625,2024/10/04,South,Product D,1063,37420,14466,22954,5,UPI
TXN38210,2024/01/17,South,Product C,1046,27733,31901,-4168,0,Debit Card
TXN84856,2024/05/20,,Product B,1065,23349,19841,3508,0,Debit Card
TXN73167,2024/11/17,North,Product D,1083,32593,35644,-3051,10,Credit Card
TXN59574,07-12-2024,,Product B,1015,39132,1258,37874,0,UPI
TXN89209,07-11-2024,South,Product A,1094,47082,10493,36589,15,Cash
TXN75316,18-04-2024,North,Product B,1089,25555,22294,3261,20,Debit Card
TXN88303,03-05-2024,,Product D,1061,49933,39223,10710,10,Debit Card
TXN36365,2024/02/04,East,Product B,1073,33067,35976,-2909,5,UPI
TXN40228,16-02-2024,North,Product A,1036,8862,7162,1235,20,Debit Card
TXN62423,14-01-2024,West,Product A,1000,32433,26928,5505,5,
TXN29393,2024/12/12,South,Product D,1085,6731,14373,-7642,10,Cash
TXN56032,08-12-2024,,Product D,1018,2055,34543,-32488,10,Credit Card
TXN35754,2024/02/23,,Product A,1021,20492,35972,-15480,0,Debit Card
TXN64395,08-04-2024,West,Product B,1039,7649,11625,-3976,0,UPI
TXN35593,2024/10/16,North,Product A,1027,36429,24199,12230,5,Debit Card
TXN47356,28-02-2024,,Product C,1004,16943,34738,-17795,15,Credit Card
TXN92471,2024/11/12,West,Product A,1047,25535,9193,16342,10,UPI
TXN89776,18-07-2024,West,Product B,1095,5636,16513,-10106,20,Credit Card
TXN12241,01-10-2024,East,Product C,1082,26818,12535,14283,10,Debit Card
TXN90426,2024/02/16,West,Product A,1054,48104,30599,17505,0,
TXN65019,2024/08/15,North,Product A,1008,40487,26611,13876,10,UPI
TXN59126,2024/07/04,South,Product C,1016,1347,28686,-27339,0,
TXN20440,2024/09/22,North,Product D,1072,18975,21865,-2430,15,Debit Card
TXN10708,25-03-2024,West,Product C,1047,12111,20224,-8113,5,Credit Card
TXN18947,23-03-2024,West,Product A,1018,27707,21507,6200,20,Credit Card
TXN71840,08-11-2024,North,Product D,1082,34825,15861,18964,15,UPI
TXN16669,2024/06/08,East,Product D,1081,12829,24050,-11221,5,Debit Card
TXN96495,09-01-2024,North,Product C,1069,1033,26591,-25558,10,Credit Card
TXN78156,2024/12/03,East,Product D,1036,28735,30153,-1418,20,Debit Card
TXN35805,2024/03/25,West,Product C,1059,14397,4833,9564,0,UPI
TXN61803,2024/12/08,,Product C,1021,38264,8598,29666,15,
TXN25189,17-11-2024,East,Product D,1088,33268,7944,25324,20,UPI
TXN98303,23-07-2024,East,Product B,1037,15458,27848,-12390,0,Debit Card
TXN13812,2024/07/19,East,Product B,1079,36155,8581,27574,5,UPI
TXN52924,2024/07/16,East,Product D,1040,48413,12827,35586,0,
TXN55651,02-12-2024,South,Product B,1078,14421,37244,-22823,0,Debit Card
TXN61451,2024/10/25,North,Product D,1038,33361,13702,19659,0,Debit Card
TXN54998,2024/10/20,,Product B,1009,22994,28924,-5930,0,
TXN72334,20-11-2024,South,Product A,1006,20357,17195,3162,15,Cash
TXN89207,26-12-2024,North,Product C,1034,19902,18175,1727,10,UPI
TXN17089,2024/08/08,,Product A,1077,15924,39899,-23975,5,
TXN72142,23-01-2024,,Product D,1017,28752,16232,12520,10,Cash
TXN45100,02-05-2024,West,Product B,1034,48657,33103,15554,5,UPI
TXN72248,29-01-2024,South,Product C,1092,43778,37828,5950,5,Cash
TXN89264,2024/03/19,East,Product D,1083,44748,22281,22467,20,Credit Card
TXN24960,05-03-2024,West,Product B,1096,31648,7589,24059,20,Cash
TXN60173,27-01-2024,North,Product D,1000,29107,36370,-7263,20,Cash
TXN46976,2024/07/10,West,Product C,1065,10237,7892,2345,10,
TXN70334,2024/05/29,West,Product A,1015,20782,37443,-16661,0,Cash
TXN32145,2024/04/05,West,Product B,1084,2689,15649,-12960,10,UPI
TXN79083,16-10-2024,North,Product B,1084,1643,5762,-4119,0,
TXN54932,27-10-2024,West,Product C,1001,21415,31878,-10463,10,Debit Card
TXN75445,24-12-2024,East,Product B,1054,30344,17032,13599,10,Credit Card
TXN87867,2024/10/31,East,Product A,1083,42924,27697,15227,10,Debit Card
TXN91307,07-08-2024,,Product C,1024,26706,6202,20504,5,Credit Card
TXN94511,2024/12/22,South,Product D,1081,22578,1163,21415,15,Debit Card
TXN28061,24-06-2024,South,Product C,1051,6765,6891,-126,5,Cash
TXN35765,08-10-2024,West,Product D,1045,28671,16697,11974,10,Credit Card
TXN55034,09-06-2024,West,Product C,1070,27223,9249,17974,5,Cash
TXN65155,09-07-2024,North,Product A,1032,43798,5095,38703,20,UPI
TXN82375,23-10-2024,North,Product A,1060,38416,31940,6476,5,Cash
TXN94364,10-12-2024,,Product C,1001,42935,9385,33550,15,Cash
TXN40018,2024/04/14,West,Product C,1004,24990,20752,4238,5,Cash
TXN97770,08-09-2024,,Product B,1079,30084,16612,13472,5,Debit Card
TXN19140,2024/05/03,East,Product C,1030,23626,35945,-12319,0,
TXN17230,2024/02/14,,Product A,1093,47626,38514,9112,0,
TXN74014,03-04-2024,West,Product B,1059,17790,23514,-5102,10,
TXN96723,22-07-2024,North,Product D,1075,47202,18435,28767,10,Credit Card
TXN20986,2024/01/10,North,Product D,1009,22997,28242,-5245,15,Cash
TXN13116,2024/04/06,East,Product C,1070,26931,11190,15741,0,
TXN57320,2024/08/04,South,Product B,1096,35029,15817,19212,0,
TXN71235,2024/12/31,East,Product D,1054,16763,24676,-7913,20,
TXN91091,2024/04/07,North,Product A,1050,49084,36913,12171,5,Cash
TXN78507,22-11-2024,,Product D,1092,5411,29402,-23991,0,Debit Card
TXN67095,2024/07/18,East,Product D,1022,43669,37819,5850,5,Cash
TXN83182,2024/11/05,North,Product A,1096,41879,7055,34824,5,Cash
TXN19659,2024/09/22,North,Product B,1028,42578,25179,17399,20,Cash
TXN13318,2024/05/18,South,Product C,1053,17486,13155,4331,20,Credit Card
TXN50045,2024/05/13,North,Product B,1063,21715,16276,5439,10,UPI
TXN97867,2024/05/07,,Product B,1040,33609,28498,5111,0,Credit Card
TXN39536,2024/05/14,West,Product B,1028,18160,25490,-7330,20,
TXN60859,2024/01/03,West,Product A,1085,45865,35602,10263,5,Credit Card
TXN23104,2024/04/26,West,Product C,1083,7204,19970,-12766,10,Credit Card
TXN52448,25-03-2024,East,Product B,1088,24643,12356,12287,5,Credit Card
TXN70226,2024/11/14,,Product A,1054,46592,5784,40808,20,Debit Card
TXN46874,2024/01/06,West,Product C,1042,6523,37042,-29155,0,Credit Card
TXN38155,2024/08/31,,Product A,1075,46222,33432,12790,5,Debit Card
TXN49182,25-10-2024,West,Product C,1072,34837,22006,12831,5,Cash
TXN56379,2024/11/30,West,Product A,1023,2462,19594,-17132,10,Cash
TXN63306,2024/09/02,North,Product D,1033,28280,38530,-10250,15,Credit Card
TXN60231,23-01-2024,,Product A,1055,9972,16040,-6068,10,Cash
TXN52028,2024/12/18,South,Product B,1000,37935,19117,18818,10,Debit Card
TXN37692,2024/09/30,,Product B,1068,9488,17841,-8353,20,Credit Card
TXN17113,24-10-2024,West,Product B,1048,8901,22166,-14086,20,
TXN99290,03-02-2024,East,Product D,1070,21931,25245,-3314,5,Debit Card
TXN99913,12-07-2024,,Product C,1001,31185,21929,9256,10,Cash
TXN29847,2024/06/12,South,Product C,1042,2085,5037,-2952,5,Credit Card
TXN49382,2024/08/28,South,Product B,1082,20996,22505,-1509,10,
TXN63574,02-06-2024,,Product D,1013,24880,12463,12417,5,Credit Card
TXN27780,2024/05/24,West,Product C,1017,37653,7299,30354,0,
TXN56317,2024/07/16,,Product D,1002,46079,9436,35447,10,UPI
TXN55410,2024/08/17,North,Product B,1029,37712,15317,22395,5,Debit Card
TXN49511,19-03-2024,,Product C,1034,1131,5496,-4365,20,
TXN11862,2024/04/30,,Product C,1081,29145,1609,27536,5,UPI
TXN40737,2024/08/03,,Product B,1071,32764,5934,26830,20,
TXN91303,27-08-2024,West,Product C,1056,25831,2499,23332,10,Cash
TXN79163,2024/05/11,East,Product D,1009,3546,34639,-31093,0,
TXN34580,21-02-2024,North,Product B,1007,28538,5810,22728,15,Credit Card
TXN14664,19-02-2024,,Product C,1068,24460,8305,16155,15,Debit Card
TXN59854,2024/04/11,,Product C,1073,20147,25189,-5042,10,
TXN39459,05-07-2024,South,Product C,1033,16375,16324,51,15,Debit Card
TXN56415,2024/01/10,East,Product B,1051,12078,3477,8601,0,Debit Card
TXN45478,2024/06/06,West,Product A,1033,20206,16578,3628,10,UPI
TXN87765,11-07-2024,West,Product A,1062,41405,20076,21329,20,Credit Card
TXN59557,08-01-2024,,Product B,1048,47439,4756,42683,15,Credit Card
TXN32850,2024/10/06,West,Product C,1034,45786,6013,40431,10,
TXN71757,31-05-2024,South,Product A,1019,9424,7930,1494,0,Cash
TXN16041,2024/07/10,South,Product A,1091,15900,27749,-11849,10,Credit Card
TXN90494,09-09-2024,South,Product A,1037,8949,10791,-1842,5,
TXN25522,15-06-2024,,Product A,1095,38730,26351,12379,0,Cash
TXN39406,04-11-2024,,Product B,1095,6447,26822,-20375,20,Cash
TXN14095,2024/02/03,West,Product D,1021,23352,7003,16349,5,Debit Card
TXN91967,2024/09/02,South,Product A,1060,40855,16686,24169,15,
TXN12874,22-08-2024,East,Product B,1082,5001,19766,-14765,10,UPI
TXN87970,09-07-2024,North,Product B,1030,39306,4472,34834,20,
TXN10000,2024/04/28,East,Product C,1035,40853,12387,28466,5,Cash
TXN55712,08-07-2024,West,Product A,1023,22246,39262,-17016,15,UPI
TXN40756,19-04-2024,East,Product D,1029,6568,8412,-1844,15,Cash
TXN89980,2024/10/03,South,Product D,1035,42694,22874,19820,15,UPI
TXN97168,2024/10/19,South,Product D,1096,48594,27636,20958,5,Debit Card
TXN58102,26-09-2024,West,Product D,1070,4655,26043,-21388,15,
TXN77272,24-07-2024,West,Product C,1079,20645,13928,7234,10,UPI
TXN62439,2024/06/20,South,Product C,1077,4607,2023,2584,15,Credit Card
TXN95900,2024/06/19,North,Product B,1067,42010,36101,5909,5,UPI
TXN21801,17-02-2024,South,Product C,1028,15061,25954,-10893,15,Credit Card
TXN75117,2024/12/05,North,Product A,1097,34613,4437,30176,5,
TXN51662,2024/10/17,,Product C,1011,37695,13647,24048,20,Debit Card
